CICLO,TRIMESTRE,ID_RAMO,DESC_RAMO,ACRON_DEP_ENT,DESC_DEP_ENT,MODALIDAD_PP ,DESC_PP,INST_COORD,ANIO_RECOMENDACION,ORIGEN_RECOMENDACION,ID_ASM,DESC_ASM,GASTO_FEDERALIZADO,TIPO_ASM,TEMA_ASM,TIPO_MEJORA,PRIORIDAD,AVANCE_ASM,FECHA_REPORTE,EVIDENCIA
2014-2015,03T2016,14,Trabajo y Previsión Social,PROFEDET,Procuraduría Federal de la Defensa del Trabajo,E002,Procuración de justicia laboral,SHCP,2014,Evaluación de Procesos,14e002ppr14_05,Cumplimiento del Programa Nacional de Derechos Humanos en la PROFEDET. ,No,Institucional,Planeación,Reorienta,Alta,100,31/03/2016,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/03t_2016/14e002ppr14_05.zip
2015-2016,01T2017,15,"Desarrollo Agrario, Territorial y Urbano",SEDATU,"Secretaría de Desarrollo Agrario, Territorial y Urbano",E002,Programa de Atención de Conflictos Sociales en el Medio Rural,SHCP,2015,Evaluación de Consistencia y Resultados,15e002pcr15_01,Elaboración de un Plan estratégico para el programa.,No,Específico,Planeación,Reorienta,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/15e002pcr15_01.zip
2014-2015,03T2016,15,"Desarrollo Agrario, Territorial y Urbano",CONAVI,Comisión Nacional de Vivienda,S177,Programa de esquema de financiamiento y subsidio federal para vivienda,CONEVAL,2013,Evaluación Específica,15s177pee14_01,Elaborar un diagnóstico del Programa de Esquemas de Financiamiento y Subsidio para Vivienda,No,Específico,Diseño,Reorienta,Alta,100,31/03/2016,N/D
2014-2015,01T2017,15,"Desarrollo Agrario, Territorial y Urbano",SEDATU,"Secretaría de Desarrollo Agrario, Territorial y Urbano",S213,Programa de apoyo a los avecindados  en condiciones de pobreza patrimonial para regularizar asentamientos humanos irregulares (PASPRAH),CONEVAL,2013,Otros Informes Externos,15s213cie13_02,Elaborar encuesta de información sobre la aceptación y demanda del Programa en las localidades donde aplica.,No,Específico,Resultado,Reorienta,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/15s213cie13_02.zip
2015-2016,01T2017,16,Medio Ambiente y Recursos Naturales,IMTA,Instituto Mexicano de Tecnología del Agua,E009,Investigación científica y tecnológica,CONEVAL,2014,Ficha de Monitoreo y Evaluación,16e009cfm14_01,Diseño y modelación de proceso.,No,Institucional,Planeación; Ejecución   ,Reorienta,Media,100,31/03/2017,N/D
2015-2016,03T2016,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,E014,Protección Forestal,CONEVAL,2014,Ficha de Monitoreo y Evaluación,16e014cfm14_02,"Fortalecer la coordinación interinstitucional para consolidar la participación de los Gobiernos de las Entidades Federativas en la planeación, elaboración, ejecución y evaluación de los Programas Estatales de Prevención de Incendios Forestales. ",No,Específico,Resultado; Productos; Indicadores; Coberturas; Planeación; Ejecución ,Reorienta,Alta,100,29/04/2016,N/D
2015-2016,01T2017,16,Medio Ambiente y Recursos Naturales,INECC,Instituto Nacional de Ecología y Cambio Climático,E015,"Investigación en Cambio Climático, Sustentabilidad y Crecimiento Verde",CONEVAL,2015,Evaluación de Diseño,16e015pdi15_02,"Realizar otro tipo de evaluaciones al programa, que permitan generar evidencias acerca de la intervención y la eficacia para atender la problemática.",No,Específico,Operación; Resultado; Indicadores  ; ,Reorienta,Media,100,31/03/2017,N/D
2015-2016,03T2016,16,Medio Ambiente y Recursos Naturales,INECC,Instituto Nacional de Ecología y Cambio Climático,E015,"Investigación en Cambio Climático, Sustentabilidad y Crecimiento Verde",CONEVAL,2015,Evaluación de Diseño,16e015pdi15_03,Valorar la pertinencia de mantener las líneas base de todos los indicadores con información del mismo año fiscal.,No,Específico,Indicadores,Reorienta,Baja,100,29/04/2016,N/D
2015-2016,01T2017,16,Medio Ambiente y Recursos Naturales,SEMARNAT,Secretaría de Medio Ambiente y Recursos Naturales,S071,Programa de Empleo Temporal (PET),CONEVAL,2014,Evaluación Específica de Desempeño,16s071ped14_01,Definir y cuantificar la población objetivo.,No,Interinstitucional,Diseño,Reorienta,Alta,100,31/03/2017,N/D
2013-2014,03T2016,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,S219,Programa Nacional Forestal Pago por Servicios Ambientales,CONEVAL,2013,Evaluación Complementaria,16s219c0013_08,"Mejorar en el cumplimiento de los objetivos del Programa, al rediseñar el protocolo de focalización y los criterios de prelación  para  otorgar los apoyos y para la selección de solicitudes. (EC S110 Y S136)",Si,Específico,Diseño; Coberturas,Reorienta,Media,100,31/03/2016,N/D
2014-2015,03T2016,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,S219,Programa Nacional Forestal Pago por Servicios Ambientales,CONEVAL,2014,Evaluación Complementaria,16s219c0014_01,Entrega oportuna de planta para reforestación y de recursos financieros para obras y prácticas. (EC- MECARS),Si,Institucional,Operación; Planeación,Reorienta,Alta,100,31/03/2016,N/D
2015-2016,03T2016,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,S219,Apoyos para el Desarrollo Forestal Sustentable,CONEVAL,2015,Evaluación Complementaria,16s219c0015_12,"Proponer preferentemente en los Informes Técnicos Fitosanitarios, la aplicación de control biológico y entomopatógenos, en plagas y enfermedades forestales.Nota: Corresponde a la SEMARNAT la emisión de la notificación de saneamiento con el tratamiento autorizado. Quien realiza la aplicación de los tratamientos es el propietario a través del Prestador de Servicios Técnicos. (U036 EC)",Si,Específico,Operación,Reorienta,Alta,100,29/04/2016,N/D
2015-2016,03T2016,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,S219,Apoyos para el Desarrollo Forestal Sustentable,CONEVAL,2014,Evaluación Complementaria,16s219c0015_13,Reorientar los convenios para la producción de planta para que el proyecto de cuencas cuente con un periodo de producción de 18 meses o más de las especies que lo requieran. (U036 EC-APE Mecanismo 2015),Si,Específico,Productos,Reorienta,Alta,100,29/04/2016,N/D
2015-2016,03T2016,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,S219,Apoyos para el Desarrollo Forestal Sustentable,CONEVAL,2014,Evaluación Complementaria,16s219c0015_14,Seguimiento a las actividades de asesoría en las diferentes etapas del proyecto realizadas por el asesor técnico. (U036 EC-APE Mecanismo 2015),Si,Específico,Productos,Reorienta,Media,100,29/04/2016,N/D
2015-2016,01T2017,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,S219,Apoyos para el Desarrollo Forestal Sustentable,CONEVAL,2015,Evaluación de Procesos,16s219ppr15_04,Elaborar y difundir el lineamiento para la conformación y funcionamiento de los grupos operativos de la Estrategia. (S219 Procesos),Si,Institucional,Operación; Resultado; Planeación  ; ,Reorienta,Alta,100,31/03/2017,N/D
2014-2015,01T2017,16,Medio Ambiente y Recursos Naturales,SEMARNAT,Secretaría de Medio Ambiente y Recursos Naturales,U020,Fomento para la Conservación y Aprovechamiento Sustentable de la Vida Silvestre,CONEVAL,2014,Otros Informes Externos,16u020cie14_04,"Generar un diagnóstico o documento con el suficiente rigor técnico, que permita focalizar los apoyos en las zonas o áreas del país donde haya una necesidad manifiesta de conservar una especie o grupo de especies.",No,Específico,Diseño; Resultado; Coberturas,Reorienta,Alta,100,31/03/2017,N/D
2012-2013,03T2016,20,Desarrollo Social,LICONSA,"Liconsa, S.A. de C.V.",S052,"Programa de Abasto Social de Leche a cargo de Liconsa, S.A. de C.V.",CONEVAL,2012,Evaluación de Consistencia y Resultados,20s052pcr12_01,Establecer el procedimiento para elaborar el documento de planeación estratégica del Programa,No,Institucional,Coberturas; Planeación,Reorienta,Media,100,31/03/2016,N/D
2012-2013,03T2016,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,S061,Programa 3 x 1 para Migrantes,CONEVAL,2012,Evaluación de Consistencia y Resultados,20s061pcr12_01,Establecer el procedimiento para elaborar el documento de planeación estratégica del Programa 3x1 para Migrantes,No,Institucional,Planeación,Reorienta,Alta,100,31/03/2016,N/D
2015-2016,03T2016,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,S071,Programa de Empleo Temporal (PET),CONEVAL,2015,Evaluación Específica de Desempeño,20s071ped15_01,Elaborar una nota sobre la pertinencia de actualizar la definición y cuantificación de la población objetivo.,No,Institucional,Diseño,Reorienta,Alta,100,29/04/2016,N/D
2015-2016,01T2017,20,Desarrollo Social,CNP,Coordinación Nacional de PROSPERA Programa de Inclusión Social,S072,PROSPERA Programa de Inclusión Social,CONEVAL,2015,Evaluación Complementaria,20s072c0015_02,"""Contar con un informe de resultados del seguimiento de la evaluación cualitativa del nuevo esquema de becas educativas"".",No,Institucional,Evaluación,Reorienta,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20s072c0015_02.zip
2014-2015,01T2017,20,Desarrollo Social,CNP,Coordinación Nacional de PROSPERA Programa de Inclusión Social,S072,Programa PROSPERA Programa de Inclusión Social,CONEVAL,2014,Otros Informes Externos,20s072cie14_02,Elaboración de una propuesta de elementos mínimos para alfabetización en el tema de negocios en población de PROSPERA.,No,Específico,Productos,Reorienta,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20s072cie14_02.zip
2014-2015,01T2017,20,Desarrollo Social,CNP,Coordinación Nacional de PROSPERA Programa de Inclusión Social,S072,Programa PROSPERA Programa de Inclusión Social,CONEVAL,2014,Otros Informes Externos,20s072cie14_03,"Elaboración de una propuesta de estrategia inclusión laboral, tomando en cuenta las posibles sinergias con programas de empleo que permitan que los jóvenes accedan a actividades económicas que faciliten la movilidad socioeconómica.",No,Específico,Planeación,Reorienta,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20s072cie14_03.zip
2014-2015,03T2016,20,Desarrollo Social,CNP,Coordinación Nacional de PROSPERA Programa de Inclusión Social,S072,Programa PROSPERA Programa de Inclusión Social,CONEVAL,2014,Otros Informes Externos,20s072cie14_05,Generar una agenda de evaluación de las acciones de inclusión productiva de PROSPERA,Si,Institucional,Evaluación,Reorienta,Media,100,31/03/2016,N/D
2015-2016,03T2016,20,Desarrollo Social,CNP,Coordinación Nacional de PROSPERA Programa de Inclusión Social,S072,PROSPERA Programa de Inclusión Social,CONEVAL,2015,Evaluación Específica de Desempeño,20s072ped15_01,"Actualizar la Agenda de Evaluación de PROSPERA en el corto, mediano y largo plazo, tomando en cuenta el trabajo coordinado con instituciones nacionales e internacionales el marco del nuevo programa PROSPERA.	",No,Institucional,Evaluación,Reorienta,Media,100,29/04/2016,N/D
2015-2016,01T2017,20,Desarrollo Social,INDESOL,Instituto Nacional de Desarrollo Social,S155,Programa de Apoyo a las Instancias de Mujeres en las Entidades Federativas,CONEVAL,2015,Evaluación Específica de Desempeño,20s155ped15_01,"Actualizar el Diagnóstico del Programa, de manera que incluya una nueva definición del problema, así como de las poblaciones potencial y objetivo, y una identificación de las poblaciones adicionales que el programa atiende a través de sus distintas vertientes.",No,Institucional,Diseño; Planeación   ,Reorienta,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20s155ped15_01.zip
2014-2015,01T2017,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,S174,Programa de estancias infantiles para apoyar a madres trabajadoras,CONEVAL,2014,Otros Informes Externos,20s174cie14_01,Complementar el proceso de supervisión y seguimiento para verificar que el apoyo que brinda el Programa en la Modalidad Apoyo a Madres Trabajadoras y Padres Solos tiene efectos positivos en la población más vulnerable.,No,Institucional,Resultado,Reorienta,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20s174cie14_01.zip
2015-2016,01T2017,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,S241,Seguro de vida para jefas de familia,CONEVAL,2015,Evaluación de Consistencia y Resultados,20s241pcr15_02,"Con base en los resultados del ""estudio acerca de los patrones de mortalidad de las jefas de hogares y las características de los huérfanos de madres jefas de familia"", realizar una estimación de la reserva actuarial.",No,Específico,Otros,Reorienta,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20s241pcr15_02.zip
2015-2016,01T2017,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,S241,Seguro de vida para jefas de familia,CONEVAL,2015,Evaluación Específica de Desempeño,20s241ped15_01,Realizar un estudio acerca de los patrones de mortalidad de las jefas de hogares y las características de los huérfanos de madres jefas de familia.,No,Institucional,Diseño,Reorienta,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/20s241ped15_01.zip
2015-2016,03T2016,20,Desarrollo Social,IMJUVE,Instituto Mexicano de la Juventud,U008,Subsidios a programas para jóvenes,CONEVAL,2015,Evaluación Específica de Desempeño,20u008ped15_03,"Elaborar el Diagnóstico del Programa U-008 ""Subsidios a programas para jóvenes"".",Si,Institucional,Diseño; Planeación   ,Reorienta,Alta,100,29/04/2016,N/D
2015-2016,01T2017,27,Función Pública,SFP,Secretaría de la Función Pública,O006,Inhibición y sanción de las prácticas de corrupción,SHCP,2015,Evaluación de Consistencia y Resultados,27o006pcr15_01,Actualizar la justificación de existencia del Programa Presupuestario,No,Específico,Diseño,Reorienta,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/27o006pcr15_01.zip
2015-2016,01T2017,27,Función Pública,SFP,Secretaría de la Función Pública,O006,Inhibición y sanción de las prácticas de corrupción,SHCP,2015,Evaluación de Consistencia y Resultados,27o006pcr15_03,Reenfocar el Diseño del Programa Presupuestario.,No,Específico,Diseño,Reorienta,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/27o006pcr15_03.zip
2015-2016,01T2017,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,S190,Becas de posgrado y apoyos a la calidad,CONEVAL,2015,Evaluación Específica de Desempeño,38s190ped15_01,"Cuantificar la población beneficiada por el programa en las modalidades de “Repatriaciones”; “Retenciones”; “Estancias posdoctorales al extranjero” y “Estancias sabáticas nacionales y en el extranjero”, y reflejar las cifras en el documento ""Cuantificación de la cobertura"".",No,Específico,Indicadores,Reorienta,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/38s190ped15_01.zip
2015-2016,01T2017,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,S190,Becas de posgrado y apoyos a la calidad,CONEVAL,2015,Evaluación Específica de Desempeño,38s190ped15_02,Elaborar un estudio de factibilidad para determinar si es viable llevar a cabo una evaluación de impacto,No,Específico,Evaluación,Reorienta,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/38s190ped15_02.zip
2015-2016,03T2016,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,S190,Becas de posgrado y apoyos a la calidad,CONEVAL,2015,Evaluación Específica de Desempeño,38s190ped15_03,Revisar y adecuar la redacción en la descripción del propósito.,No,Específico,Indicadores,Reorienta,Alta,100,29/04/2016,N/D
2015-2016,01T2017,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,S191,Sistema Nacional de Investigadores,CONEVAL,2015,Evaluación Específica de Desempeño,38s191ped15_01,"Análisis de factibilidad para solicitar a CONEVAL, la realización de un una evaluación de impacto del Programa",No,Específico,Ejecución,Reorienta,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/38s191ped15_01.zip
2011-2012,03T2016,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,S192,"Fortalecimiento a nivel sectorial de las capacidades científicas, tecnológicas y de innovación",CONEVAL,2011,Evaluación Específica de Desempeño,38s192ped11_01,Realizar la Evaluación de Satisfacción de Beneficiarios ,No,Específico,Otros,Reorienta,Alta,100,31/03/2016,N/D
2013-2014,03T2016,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,S192,"Fortalecimiento a nivel sectorial de las capacidades científicas, tecnológicas y de innovación",CONEVAL,2013,Evaluación Específica de Desempeño,38s192ped13_01,"La Dirección de Información y Normativa de Ciencia y Tecnología y la DEyCI reiniciarán el proceso de contratación para el año 2015, a fin de preverlo en el presupuesto de ese ejercicio",No,Específico,Evaluación,Reorienta,Media,100,31/03/2016,N/D
2012-2013,03T2016,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,S192,"Fortalecimiento a nivel sectorial de las capacidades científicas, tecnológicas y de innovación",CONEVAL,2012,Evaluación de Consistencia y Resultados,38s192pcr12_01,"Evaluación de la Satisfacción del Beneficiario Directo e indirecto,",No,Institucional,Resultado,Reorienta,Alta,100,31/03/2016,N/D
2015-2016,03T2016,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,S192,"Fortalecimiento sectorial de las capacidades científicas, tecnológicas y de innovación",CONEVAL,2015,Evaluación Específica de Desempeño,38s192ped15_01,Diseñar un indicador que permita conocer la percepción de los sujetos de apoyo sobre el Programa,No,Institucional,Indicadores,Reorienta,Alta,100,29/04/2016,N/D
2015-2016,01T2017,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,S192,"Fortalecimiento sectorial de las capacidades científicas, tecnológicas y de innovación",CONEVAL,2015,Evaluación Específica de Desempeño,38s192ped15_02,Proporcionar las justificaciones del avance de metas y diseñar la metodología para calcular las metas del programa,No,Específico,Indicadores,Reorienta,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/38s192ped15_02.zip
2015-2016,01T2017,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,S192,"Fortalecimiento sectorial de las capacidades científicas, tecnológicas y de innovación",CONEVAL,2015,Evaluación Específica de Desempeño,38s192ped15_03,"Redefinición de la población potencial, objetivo y atendida del programa ",No,Específico,Coberturas,Reorienta,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/38s192ped15_03.zip
2015-2016,03T2016,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,S236,Fortalecimiento de la Infraestructura Científica y Tecnológica,CONEVAL,2015,Evaluación Específica de Desempeño,38s236ped15_01,Construir un indicador de descentralización de los recursos en materia de infraestructura con el fin de mostrar el esfuerzo realizado para fortalecer a las instituciones en las entidades federativas.,No,Específico,Indicadores,Reorienta,Media,100,29/04/2016,N/D
2015-2016,03T2016,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,S236,Fortalecimiento de la Infraestructura Científica y Tecnológica,CONEVAL,2015,Evaluación Específica de Desempeño,38s236ped15_02,Incluir en la MIR a nivel Fin un indicador que de cuenta del desempeño del programa,No,Específico,Indicadores,Reorienta,Media,100,29/04/2016,N/D
2015-2016,01T2017,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,S236,Fortalecimiento de la Infraestructura Científica y Tecnológica,CONEVAL,2015,Evaluación Específica de Desempeño,38s236ped15_03,Mejorar la definición de la población objetivo con el fin de tener una mejor comprensión de la misma.,No,Específico,Coberturas,Reorienta,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/38s236ped15_03.zip
2015-2016,03T2016,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,S236,Fortalecimiento de la Infraestructura Científica y Tecnológica,CONEVAL,2015,Evaluación Específica de Desempeño,38s236ped15_04,Modificar el indicador de propósito enunciado en la MIR,No,Específico,Indicadores,Reorienta,Media,100,29/04/2016,N/D
2015-2016,03T2016,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,S278,"Fomento Regional de las Capacidades Científicas, Tecnológicas y de Innovación",CONEVAL,2015,Evaluación de Consistencia y Resultados,38s278pcr15_03,Difusión y Asesoría del Programa Presupuestario S278,No,Específico,Planeación,Reorienta,Media,100,29/04/2016,N/D
2015-2016,01T2017,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,S278,"Fomento Regional de las Capacidades Científicas, Tecnológicas y de Innovación",CONEVAL,2015,Evaluación de Consistencia y Resultados,38s278pcr15_04,Diseño un Plan Anual de Trabajo del Pp S278 para 2017.,No,Específico,Planeación,Reorienta,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/38s278pcr15_04.zip
2015-2016,01T2017,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,U003,Innovación tecnológica para incrementar la productividad de las empresas,CONEVAL,2015,Evaluación Específica de Desempeño,38u003ped15_02,"Se solicitará la realización de una nueva evaluación de impacto para el Programa. A subrayar, que el programa ya cuenta con una evaluación hecha por el COLMEX a encargo de CONEVAL en 2009.",No,Específico,Resultado,Reorienta,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/38u003ped15_02.zip
2015-2016,03T2016,47,Entidades No Sectorizadas,CEAV,Comisión Ejecutiva de Atención a Víctimas,E033,Atención a Víctimas ,SHCP,2015,Evaluación de Diseño,47e033pdi15_01,"Corregir la alineación de la finalidad del Programa E033, el cual se encuentra alineado al PRONAFIDE 2013-2018",No,Específico,Planeación,Reorienta,Alta,100,29/04/2016,N/D
2015-2016,01T2017,47,Entidades No Sectorizadas,CDI,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,U011,Programa de Derechos Indígenas,CONEVAL,2015,Evaluación de Diseño,47u011pdi15_01,"Con la información disponible se sugiere definir la población potencial del Programa: ""población indígena con pocas capacidades para ejercer sus derechos civiles y políticos""y definir la población objetivo como ""Población indígena con pocas capacidades para ejercer sus derechos civiles y políticos que habita en localidades con una proporción de población indígena mayor o igual a 40% de su población total"".",No,Específico,Diseño,Reorienta,Alta,100,31/03/2017,N/D
2015-2016,01T2017,47,Entidades No Sectorizadas,CDI,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,U011,Programa de Derechos Indígenas,CONEVAL,2015,Evaluación de Diseño,47u011pdi15_02,"Considerando que la cuantificación de lapoblación objetivo se estima con informaciónde la demanda revelada, se sugiere realizarun análisis detallado de los diferentesformatos de solicitud requeridos por tipo deapoyo, de tal manera que se diseñe unacédula con la información personal ysocioeconómica que puede ser recolectadapara todos los solicitantes.",No,Específico,Coberturas,Reorienta,Media,100,31/03/2017,N/D
2015-2016,01T2017,47,Entidades No Sectorizadas,CDI,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,U011,Programa de Derechos Indígenas,CONEVAL,2015,Evaluación de Diseño,47u011pdi15_06,"Se sugiere realizar un levantamiento de línea basal que permita cuantificar y caracterizar la población potencial, así como obtener información acerca de la situación inicial del problema que permita en mediciones posteriores cuantificar los efectos del Programa.",No,Específico,Coberturas,Reorienta,Alta,100,31/03/2017,N/D
2015-2016,01T2017,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,E045,Prestaciones Sociales,CONEVAL,2015,Otros Informes Externos,51e045cie15_05,Estudio de factibilidad para una evaluación de impacto al otorgamiento de servicios culturales del ISSSTE,No,Institucional,Evaluación,Reorienta,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/51e045cie15_05.zip
2014-2015,01T2017,20,Desarrollo Social,LICONSA,"Liconsa, S.A. de C.V.",S052,"Programa de Abasto Social de Leche a cargo de Liconsa, S.A. de C.V.",CONEVAL,2014,Otros Informes Externos,20s052cie14_04,"Gestionar una propuesta de NOM, para la inclusión obligatoria de alimentos fortificados,  para que la leche otorgada a otros programas sociales cuente con estas disposiciones.",No,Específico,Productos,Reorienta,Alta,98,31/03/2017,N/D
2015-2016,01T2017,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,S219,Apoyos para el Desarrollo Forestal Sustentable,CONEVAL,2014,Evaluación Complementaria,16s219c0015_05,Contar con un estudio para establecer tipologías de productores idóneos para fortalecer las capacidades de los ejidos y comunidades. (U036 EC-DFC  Mecanismo 2015),Si,Específico,Diseño; Operación   ,Reorienta,Alta,96,31/03/2017,N/D
2015-2016,01T2017,16,Medio Ambiente y Recursos Naturales,CONAFOR,Comisión Nacional Forestal,S219,Apoyos para el Desarrollo Forestal Sustentable,CONEVAL,2015,Evaluación de Procesos,16s219ppr15_05,Fortalecer el instrumento de planeación de la Estrategia Nacional de Manejo Forestal Sustentable para el Incremento de la Producción y Productividad 2013-2018 (ENAIPROS) (S219  Procesos),Si,Específico,Diseño,Reorienta,Alta,95,31/03/2017,N/D
2015-2016,01T2017,10,Economía,INADEM,Instituto Nacional del Emprendedor,S020,Fondo Nacional Emprendedor,CONEVAL,2015,Evaluación Específica de Desempeño,10s020ped15_03,"Generar los elementos mínimos para desarrollar en el mediano plazo una evaluación de impacto que permita conocer los efectos atribuibles para cada vertiente del programa, así como fortalecer el diseño y focalización de los apoyos.",No,Específico,Diseño,Reorienta,Alta,90,31/03/2017,N/D
2013-2014,01T2017,12,Salud,SALUD,Secretaría de Salud,S039,Programa de Atención a Personas con Discapacidad,CONEVAL,2013,Evaluación Específica de Desempeño,12s039ped13_01,Estimar la cuantificación de  su población objetivo utilizando la fórmula para la distribución de recursos en las entidades federativas y la población que presenta discapacidad de acuerdo con el Censo 2010.,Si,Específico,Coberturas,Reorienta,Alta,90,31/03/2017,N/D
2013-2014,01T2017,20,Desarrollo Social,FONART,Fondo Nacional para el Fomento de las Artesanías,S057,Programas del Fondo Nacional de Fomento a las Artesanías (FONART),CONEVAL,2013,Evaluación Específica de Desempeño,20s057ped13_01,Elaborar la Propuesta de Atención del programa.,No,Institucional,Diseño,Reorienta,Alta,90,31/03/2017,N/D
2012-2013,01T2017,20,Desarrollo Social,CNP,Coordinación Nacional de PROSPERA Programa de Inclusión Social,S072,Programa de Desarrollo Humano Oportunidades,CONEVAL,2012,Otros Informes Externos,20s072cie12_01,Profundizar en el análisis del logro académico de los becarios en las pruebas estandarizadas.  ,No,Específico,Diseño; Operación; Planeación,Reorienta,Alta,90,31/03/2017,N/D
2014-2015,01T2017,12,Salud,CNPSS,Comisión Nacional de Protección Social en Salud,S201,Seguro Médico Siglo XXI,CONEVAL,2013,Evaluación Específica,12s201cee13_02,Revisar las definiciones de población objetivo y potencial así como su método de cálculo y cuantificación.,Si,Específico,Planeación,Reorienta,Alta,80,31/03/2017,N/D
