CICLO_PAE,ID_EVALUACION,ID_RAMO,DESC_RAMO,MODALIDAD_PP,DESC_PP,TIPO_EVALUACION,EVALUADOR,COSTOS,CICLO_CONCLUSION ,URL_EVALUACION
PAE2015,08s258ppr15,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s258,Programa Integral de Desarrollo Rural,Procesos,"COCOA Services, S.C.",4181800.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/08s258ppr15.zip
PAE2015,08s259pdi15,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s259,Programa de Fomento a la Agricultura,Diseño,Instituto Interamericano de Cooperación para la Agricultura (IICA),348000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/08s259pdi15.zip
PAE2015,08s260pdi15,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s260,Programa de Fomento Ganadero,Diseño,Instituto Interamericano de Cooperación para la Agricultura (IICA),348000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/08s260pdi15.zip
PAE2015,08s261pdi15,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s261,Programa de Fomento a la Productividad Pesquera y Acuícola,Diseño,Instituto Interamericano de Cooperación para la Agricultura (IICA),348000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/08s261pdi15.zip
PAE2015,08s262pdi15,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s262,Programa de Comercialización y Desarrollo de Mercados,Diseño,Instituto Interamericano de Cooperación para la Agricultura (IICA),348000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/08s262pdi15.zip
PAE2015,08s263pdi15,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s263,Programa de Sanidad e Inocuidad Agroalimentaria,Diseño,Instituto Interamericano de Cooperación para la Agricultura (IICA),348000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/08s263pdi15.zip
PAE2015,08s264pdi15,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s264,"Programa de Innovación, Investigación, Desarrollo Tecnológico y Educación",Diseño,Instituto Interamericano de Cooperación para la Agricultura (IICA),348000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/08s264pdi15.zip
PAE2015,08u002ped15,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",u002,Instrumentación de acciones para mejorar las Sanidades a través de Inspecciones Fitozoosanitarias,Específica de Desempeño,"Centro de Investigaciones y Estudios Superiores en Antropología Social, CIESAS",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/08u002ped15.zip
PAE2015,08u004ped15,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",u004,Sistema Nacional de Investigación Agrícola,Específica de Desempeño,"El Colegio de México, A.C.",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/08u004ped15.zip
PAE2015,08u009ped15,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",u009,Fomento de la Ganadería y Normalización de la Calidad de los Productos Pecuarios,Específica de Desempeño,"Centro de Investigaciones y Estudios Superiores en Antropología Social, CIESAS",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/08u009ped15.zip
PAE2015,08u010ped15,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",u010,Programa Nacional para el Control de la Abeja Africana,Específica de Desempeño,"Centro de Investigaciones y Estudios Superiores en Antropología Social, CIESAS",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/08u010ped15.zip
PAE2015,08u013ped15,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",u013,Vinculación Productiva,Específica de Desempeño,"Centro de Investigaciones y Estudios Superiores en Antropología Social, CIESAS",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/08u013ped15.zip
PAE2015,08u017ped15,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",u017,Sistema Nacional de Información para el Desarrollo Sustentable (Coejercicio SNIDRUS),Específica de Desempeño,"Centro de Investigaciones y Estudios Superiores en Antropología Social, CIESAS",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/08u017ped15.zip
PAE2015,08u019ped15,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",u019,Sistema Integral para el Desarrollo Sustentable de la Caña de Azúcar,Específica de Desempeño,"Centro de Investigaciones y Estudios Superiores en Antropología Social, CIESAS",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/08u019ped15.zip
PAE2015,09e012pcr15,9,Comunicaciones y Transportes,e012,Servicios de correo,Consistencia y Resultados,"Pórtico, Información y Análisis, S.C.",597400.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/09e012pcr15.zip
PAE2015,09e013pcr15,9,Comunicaciones y Transportes,e013,"Servicios de telecomunicaciones, satelitales, telegráficos y de transferencia de fondos",Consistencia y Resultados,"Perma Consultores, S.C.",406000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/09e013pcr15.zip
PAE2015,09g003pcr15,9,Comunicaciones y Transportes,g003,"Supervisión, regulación, inspección, verificación y servicios administrativos de construcción y conservación de carreteras",Consistencia y Resultados,"Facultad de Economía, UNAM",1252800.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/09g003pcr15.zip
PAE2015,09g007pcr15,9,Comunicaciones y Transportes,g007,"Supervisión, inspección y verificación del sistema Nacional e-México",Consistencia y Resultados,Universidad de Guadalajara ,535194.17,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/09g007pcr15.zip
PAE2015,09k028pcr15,9,Comunicaciones y Transportes,k028,Estudios de preinversión,Consistencia y Resultados,Desarrollo Regional ,484416.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/09k028pcr15.zip
PAE2015,09k032pcr15,9,Comunicaciones y Transportes,k032,Reconstrucción y Conservación de Carreteras,Consistencia y Resultados,"CONSTAMEX Ingeniería, S.A. de C.V.",448787.54,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/09k032pcr15.pdf
PAE2015,09k040pcr15,9,Comunicaciones y Transportes,k040,Proyectos de Infraestructura Ferroviaria,Consistencia y Resultados,"Facultad de Economía, UNAM",650000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/09k040pcr15.zip
PAE2015,10e005ped15,10,Economía,e005,Protección de los derechos de los consumidores y el desarrollo del Sistema Nacional de Protección al Consumidor,Específica de Desempeño,Universidad Autónoma de Nuevo León,200000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/10e005ped15.pdf
PAE2015,10f003ppr15,10,Economía,f003,Promoción del Comercio Exterior y Atracción de Inversión Extranjera Directa,Procesos,"El Colegio de México, A.C.",1160000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/10f003ppr15.pdf
PAE2015,10g003ppr15,10,Economía,g003,Vigilancia del cumplimiento de la normatividad aplicable y fortalecimiento  de la certeza jurídica en las relaciones entre proveedores y consumidores,Procesos,Universidad Autónoma de Nuevo León  ,1300000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/10g003ppr15.zip
PAE2015,10p002ppr15,10,Economía,p002,Fortalecimiento de la integración y competitividad de México en las cadenas globales de valor,Procesos,"Consultores en Innovación, Desarrollo y Estrategia Aplicada, S. C.",1288793.10,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/10p002ppr15.pdf
PAE2015,10p008pdi15,10,Economía,p008,"Instrumentación de políticas  de fomento a las micro, pequeñas y medianas empresas y al sector social de la economía",Diseño,Universidad Iberoamericana Puebla,370000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/10p008pdi15.pdf
PAE2015,10p009pdi15,10,Economía,p009,"Promoción y fomento del desarrollo, competitividad y la innovación de los sectores industrial, comercial y de servicios",Diseño,"Perma Consultores, S.C.",255200.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/10p009pdi15.pdf
PAE2015,10s016ped15,10,Economía,s016,Fondo de Microfinanciamiento a Mujeres Rurales (FOMMUR),Específica de Desempeño,Pablo Cotler Ávalos,117867.66,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/10s016ped15.zip
PAE2015,10s017ped15,10,Economía,s017,Programa de Fomento a la Economía Social,Específica de Desempeño,"Consultores en Innovación, Desarrollo y Estrategia Aplicada, S. C.",135000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/10s017ped15.zip
PAE2015,10s021ped15,10,Economía,s021,Programa Nacional de Financiamiento al Microempresario,Específica de Desempeño,Pablo Cotler Ávalos,117866.66,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/10s021ped15.zip
PAE2015,10s151ped15,10,Economía,s151,Programa para el Desarrollo de la Industria del Software (PROSOFT),Específica de Desempeño,Vicente de Jesús Cell Reyes,139084.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/10s151ped15.zip
PAE2015,10s220ped15,10,Economía,s220,Programa de Apoyo para la Mejora Tecnológica de la Industria de Alta Tecnología (PROIAT),Específica de Desempeño,Vicente de Jesús Cell Reyes,139084.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/10s220ped15.zip
PAE2015,10u003ped15,10,Economía,u003,Programa para  el  desarrollo  de la productividad de las industrias ligeras (PROIND),Específica de Desempeño,Vicente de Jesús Cell Reyes,139084.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/10u003ped15.zip
PAE2015,10u004ped15,10,Economía,u004,Proyectos estratégicos para la atracción de inversión extranjera,Específica de Desempeño,Vicente de Jesús Cell Reyes,139084.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/10u004ped15.zip
PAE2015,11b003pdi15,11,Educación Pública,b003,"Edición, producción y distribución de libros y otros materiales educativos",Diseño,Varios,300000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11b003pdi15.zip
PAE2015,11e066pdi15,11,Educación Pública,e066,Prestación de Servicios de Educación Inicial y Básica Comunitaria,Diseño,"Investigación en Salud y Demografía, S. C.",324684.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11e066pdi15.zip
PAE2015,11e067pdi15,11,Educación Pública,e067,Sistema de Información y Gestión Educativa,Diseño,Esteban Miguel Székely Pardo,299280.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11e067pdi15.zip
PAE2015,11k009pdi15,11,Educación Pública,k009,Proyectos de infraestructura social del sector educativo,Diseño,"Centro de Investigación y Docencia Económicas, A.C.",315000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11k009pdi15.zip
PAE2015,11p001pdi15,11,Educación Pública,p001,Diseño y aplicación de la política educativa,Diseño,"Centro de Investigación y Docencia Económicas, A.C.",300000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11p001pdi15.zip
PAE2015,11s029ped15,11,Educación Pública,s029,Programa Escuelas de Calidad,Específica de Desempeño,"El Colegio de México, A.C.",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11s029ped15.zip
PAE2015,11s204ped15,11,Educación Pública,s204,Cultura Física,Específica de Desempeño,"NIK Beta, S.C. ",134344.57,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11s204ped15.zip
PAE2015,11s205ped15,11,Educación Pública,s205,Deporte,Específica de Desempeño,"NIK Beta, S.C. ",134343.57,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11s205ped15.zip
PAE2015,11s206ped15,11,Educación Pública,s206,Sistema Mexicano del Deporte de Alto Rendimiento,Específica de Desempeño,"NIK Beta, S.C. ",134338.57,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11s206ped15.zip
PAE2015,11s207ped15,11,Educación Pública,s207,Programa de Apoyo a las Culturas Municipales y Comunitarias (PACMYC),Específica de Desempeño,"NIK Beta, S.C. ",134339.57,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11s207ped15.zip
PAE2015,11s208ped15,11,Educación Pública,s208,Programa de Apoyo a Comunidades para Restauración de Monumentos y Bienes Artísticos de Propiedad Federal (FOREMOBA),Específica de Desempeño,"NIK Beta, S.C. ",134341.57,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11s208ped15.zip
PAE2015,11s209ped15,11,Educación Pública,s209,Programa de Apoyo a la Infraestructura Cultural de los Estados (PAICE),Específica de Desempeño,"NIK Beta, S.C. ",134340.57,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11s209ped15.zip
PAE2015,11s221ped15,11,Educación Pública,s221,Programa Escuelas de Tiempo Completo,Específica de Desempeño,"El Colegio de México, A.C.",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11s221ped15.zip
PAE2015,11s222ped15,11,Educación Pública,s222,Programa de Escuela Segura,Específica de Desempeño,"El Colegio de México, A.C.",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11s222ped15.zip
PAE2015,11s243pdi15,11,Educación Pública,s243,Programa Nacional de Becas,Diseño,"Centro de Investigación y Docencia Económicas, A.C.",300000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11s243pdi15.pdf
PAE2015,11s244pdi15,11,Educación Pública,s244,Programa para la Inclusión y la Equidad Educativa,Diseño,"Centro de Investigación y Docencia Económicas, A.C.",300000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11s244pdi15.zip
PAE2015,11s245pdi15,11,Educación Pública,s245,Programa de fortalecimiento de la calidad en instituciones educativas,Diseño,"Centro de Investigación y Docencia Económicas, A.C.",300000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11s245pdi15.pdf
PAE2015,11s247pdi15,11,Educación Pública,s247,Programa para el Desarrollo Profesional Docente,Diseño,"Centro de Investigación y Docencia Económicas, A.C.",300000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11s247pdi15.pdf
PAE2015,11u006ped15,11,Educación Pública,u006,Subsidios federales para organismos descentralizados estatales,Específica de Desempeño,Universidad Autónoma de Aguascalientes,140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11u006ped15.zip
PAE2015,11u031ped15,11,Educación Pública,u031,Fortalecimiento a la educación temprana y el desarrollo infantil,Específica de Desempeño,"El Colegio de México, A.C.",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11u031ped15.zip
PAE2015,11u040ped15,11,Educación Pública,u040,Programa de Carrera Docente (UPES),Específica de Desempeño,Universidad Autónoma de Aguascalientes,140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11u040ped15.zip
PAE2015,11u059ped15,11,Educación Pública,u059,Instituciones Estatales de Cultura,Específica de Desempeño,"NIK Beta, S.C. ",134342.57,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11u059ped15.zip
PAE2015,11u067ped15,11,Educación Pública,u067,Fondo para elevar la calidad de la educación superior,Específica de Desempeño,Universidad Autónoma de Aguascalientes,140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11u067ped15.zip
PAE2015,11u074ped15,11,Educación Pública,u074,Escuelas Dignas,Específica de Desempeño,"El Colegio de México, A.C.",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11u074ped15.zip
PAE2015,11u077ped15,11,Educación Pública,u077,Programa de Inclusión y Alfabetización Digital,Específica de Desempeño,"El Colegio de México, A.C.",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11u077ped15.zip
PAE2015,11u079pdi15,11,Educación Pública,u079,Programa de Expansión en la Oferta Educativa en Educación Media Superior y Superior,Diseño,Varios,300000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11u079pdi15.zip
PAE2015,11u080pdi15,11,Educación Pública,u080,Apoyos a centros y organizaciones de educación,Diseño,"Centro de Investigación y Docencia Económicas, A.C.",300000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11u080pdi15.zip
PAE2015,11u081pdi15,11,Educación Pública,u081,Apoyos para saneamiento financiero y la atención a problemas estructurales de las UPES,Diseño,César Alfonso Velázquez Guadarrama,220400.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/11u081pdi15.zip
PAE2015,12e040pdi15,12,Salud,e040,Servicios de Atención a Población Vulnerable,Diseño,"Consultores en Innovación, Desarrollo y Estrategia Aplicada, S. C.",1350000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/12e040pdi15.zip
PAE2015,12g004pcr15,12,Salud,g004,Protección Contra Riesgos Sanitarios,Consistencia y Resultados,"Asesoría Multidisciplinaria EPYX, S.A. de C.V. ",870000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/12g004pcr15.zip
PAE2015,12s037ped15,12,Salud,s037,Programa Comunidades Saludables,Específica de Desempeño,"Investigación en Salud y Demografía, S. C.",138475.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/12s037ped15.zip
PAE2015,12s039ped15,12,Salud,s039,Programa de Atención a Personas con Discapacidad,Específica de Desempeño,Universidad Nacional Autónoma de México,140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/12s039ped15.zip
PAE2015,12s149ped15,12,Salud,s149,Programa para la Protección y el Desarrollo Integral de la Infancia,Específica de Desempeño,Universidad Nacional Autónoma de México,140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/12s149ped15.zip
PAE2015,12s150pdi15,12,Salud,s150,Programa de Atención a Familias y Población Vulnerable,Diseño,"Consultores en Innovación, Desarrollo y Estrategia Aplicada, S. C.",1350000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/12s150pdi15.zip
PAE2015,12s200ped15,12,Salud,s200,Unidades Médicas Móviles,Específica de Desempeño,"Investigación en Salud y Demografía, S. C.",138475.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/12s200ped15.zip
PAE2015,12s201ped15,12,Salud,s201,Seguro Médico Siglo XXI,Específica de Desempeño,"Investigación en Salud y Demografía, S. C.",138475.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/12s201ped15.zip
PAE2015,12s202ped15,12,Salud,s202,Calidad en la Atención Médica,Específica de Desempeño,"Investigación en Salud y Demografía, S. C.",138475.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/12s202ped15.zip
PAE2015,12s250pdi15,12,Salud,s250,Programa de Fortalecimiento a las Procuradurías de la Defensa del Menor y la Familia,Diseño,"Consultores en Innovación, Desarrollo y Estrategia Aplicada, S. C.",1350000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/12s250pdi15.zip
PAE2015,12s251pdi15,12,Salud,s251,"Programa de Desarrollo Comunitario ""Comunidad DIFerente""",Diseño,IDECOM A.C.,232000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/12s251pdi15.zip
PAE2015,12u005ped15,12,Salud,u005,Seguro Popular,Específica de Desempeño,"Investigación en Salud y Demografía, S. C.",138475.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/12u005ped15.zip
PAE2015,12u006ped15,12,Salud,u006,Fortalecimiento de las Redes de Servicios de Salud,Específica de Desempeño,"Investigación en Salud y Demografía, S. C.",138475.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/12u006ped15.zip
PAE2015,12u007ped15,12,Salud,u007,Reducción de la mortalidad materna y calidad en la atención obstétrica,Específica de Desempeño,Universidad Iberoamericana ,117867.44,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/12u007ped15.zip
PAE2015,12u008ped15,12,Salud,u008,"Prevención y Control de Sobrepeso, Obesidad y Diabetes",Específica de Desempeño,Universidad Iberoamericana ,117868.44,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/12u008ped15.zip
PAE2015,12u009ped15,12,Salud,u009,Vigilancia epidemiológica,Específica de Desempeño,Universidad Iberoamericana ,117866.44,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/12u009ped15.zip
PAE2015,12u012ped15,12,Salud,u012,Programa de Apoyo para Fortalecer la Calidad en los Servicios de Salud,Específica de Desempeño,"Investigación en Salud y Demografía, S. C.",138475.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/12u012ped15.zip
PAE2015,14e003pcr15,14,Trabajo y Previsión Social,e003,Ejecución a nivel nacional de los programas y acciones de la Política Laboral,Consistencia y Resultados,"Servicios Profesionales de Asesoría de Soluciones Empresariales Metropolitanas, S.C.",2490000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/14e003pcr15.zip
PAE2015,14s043ped15,14,Trabajo y Previsión Social,s043,Programa de Apoyo al Empleo (PAE),Específica de Desempeño,César Alfonso Velázquez Guadarrama,129920.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/14s043ped15.zip
PAE2015,14u001ped15,14,Trabajo y Previsión Social,u001,Programa de Atención a Situaciones de Contingencia Laboral,Específica de Desempeño,César Alfonso Velázquez Guadarrama,129920.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/14u001ped15.zip
PAE2015,14u002ped15,14,Trabajo y Previsión Social,u002,Programa de Apoyo para la Productividad,Específica de Desempeño,César Alfonso Velázquez Guadarrama,129920.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/14u002ped15.zip
PAE2015,15e002pcr15,15,"Desarrollo Agrario, Territorial y Urbano",e002,Programa de Atención de Conflictos Sociales en el Medio Rural,Consistencia y Resultados,Universidad Autónoma Chapingo,760000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/15e002pcr15.pdf
PAE2015,15s048pce15,15,"Desarrollo Agrario, Territorial y Urbano",s048,Programa Hábitat,Específica de Costo - Efectividad,"El Colegio de México, A.C.",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/15s048pce15.pdf
PAE2015,15s048ped15,15,"Desarrollo Agrario, Territorial y Urbano",s048,Programa Hábitat,Específica de Desempeño,"El Colegio de México, A.C.",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/15s048ped15.zip
PAE2015,15s058ped15,15,"Desarrollo Agrario, Territorial y Urbano",s058,Programa de vivienda digna,Específica de Desempeño,"El Colegio de México, A.C.",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/15s058ped15.zip
PAE2015,15s117ped15,15,"Desarrollo Agrario, Territorial y Urbano",s117,Programa de Vivienda Rural,Específica de Desempeño,"El Colegio de México, A.C.",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/15s117ped15.zip
PAE2015,15s175ped15,15,"Desarrollo Agrario, Territorial y Urbano",s175,Rescate de espacios públicos,Específica de Desempeño,"El Colegio de México, A.C.",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/15s175ped15.zip
PAE2015,15s177ped15,15,"Desarrollo Agrario, Territorial y Urbano",s177,Programa de esquema de financiamiento y subsidio federal para vivienda,Específica de Desempeño,"El Colegio de México, A.C.",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/15s177ped15.zip
PAE2015,15s203ped15,15,"Desarrollo Agrario, Territorial y Urbano",s203,Programa de Apoyo a Jóvenes Emprendedores Agrarios. ,Específica de Desempeño,"Consultores en Innovación, Desarrollo y Estrategia Aplicada, S. C.",135000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/15s203ped15.zip
PAE2015,15s213ped15,15,"Desarrollo Agrario, Territorial y Urbano",s213,Programa de apoyo a los avecindados en condiciones de pobreza patrimonial para regularizar asentamientos humanos irregulares ( PASPRAH ),Específica de Desempeño,"El Colegio de México, A.C.",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/15s213ped15.zip
PAE2015,15s237ped15,15,"Desarrollo Agrario, Territorial y Urbano",s237,Programa de prevención de riesgos en los asentamientos humanos,Específica de Desempeño,"El Colegio de México, A.C.",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/15s237ped15.zip
PAE2015,15u001ped15,15,"Desarrollo Agrario, Territorial y Urbano",u001,Programa de apoyo para los núcleos agrarios sin regularizar (FANAR),Específica de Desempeño,"El Colegio de México, A.C.",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/15u001ped15.zip
PAE2015,15u002ped15,15,"Desarrollo Agrario, Territorial y Urbano",u002,Programa de impulso al desarrollo regional ,Específica de Desempeño,"El Colegio de México, A.C.",140000.00,2015,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2015/15u002ped15.zip
